pid,label,publication,location,full_date,month_day,volume-notes,year,full,thumb,index_terms,toc,manifest_all,manifest_indiv
obj138,The Ritual Question. No. 5.,The Jewish Record,Philadelphia,3-Dec,3-Dec,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7798364--a1dc9badd58a83049f8f62ae070a01f9849f9b5af7adfe7f4f49f11a985cd9ff.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7798364--a1dc9badd58a83049f8f62ae070a01f9849f9b5af7adfe7f4f49f11a985cd9ff.jpeg/full/!200,200/0/default.jpg","American Israelite|as language of prayer|Jewish Messenger|Jewish Record, The|Jonah, Solomon",152,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7798364--a1dc9badd58a83049f8f62ae070a01f9849f9b5af7adfe7f4f49f11a985cd9ff.jpeg
obj139,The Ritual Question. No. 6.,The Jewish Record,Philadelphia,10-Dec,10-Dec,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7798364--a1dc9badd58a83049f8f62ae070a01f9849f9b5af7adfe7f4f49f11a985cd9ff.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7798364--a1dc9badd58a83049f8f62ae070a01f9849f9b5af7adfe7f4f49f11a985cd9ff.jpeg/full/!200,200/0/default.jpg","American Israelite|Jewish Messenger|Jewish Record, The|Creating a unified American Rite|and Ritual ""innovation""",153,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7798364--a1dc9badd58a83049f8f62ae070a01f9849f9b5af7adfe7f4f49f11a985cd9ff.jpeg
obj140,Communications. Sectarianism in the Public Schools. [Letter to the] Editor Jewish Record: [...],The Jewish Record,Philadelphia,17-Dec,17-Dec,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7934329--1c4bd3f97a03cac83da1b08fca916f0faabb768fe601c2e182f556e9536d1819.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7934329--1c4bd3f97a03cac83da1b08fca916f0faabb768fe601c2e182f556e9536d1819.jpeg/full/!200,200/0/default.jpg","Gratz, Simeon|Public school|Moral Science",154,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7934329--1c4bd3f97a03cac83da1b08fca916f0faabb768fe601c2e182f556e9536d1819.jpeg
obj141,The Ritual Question. No. 7.,The Jewish Record,Philadelphia,17-Dec,17-Dec,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7934329--1c4bd3f97a03cac83da1b08fca916f0faabb768fe601c2e182f556e9536d1819.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7934329--1c4bd3f97a03cac83da1b08fca916f0faabb768fe601c2e182f556e9536d1819.jpeg/full/!200,200/0/default.jpg","American Israelite|Jewish Messenger|Jewish Record, The|and Ritual ""innovation""",155,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7934329--1c4bd3f97a03cac83da1b08fca916f0faabb768fe601c2e182f556e9536d1819.jpeg
obj142,The Israelites and Their Detractors.,Sunday Dispatch,Philadelphia,9-Jan,9-Jan,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8689630--14c672fce7dad791dc7877fa534b1a25cfc84b6a0334dc331e2f2d641d79080c.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8689630--14c672fce7dad791dc7877fa534b1a25cfc84b6a0334dc331e2f2d641d79080c.jpeg/full/!200,200/0/default.jpg","Franklin, Benjamin|Immigration|Jefferson, Thomas|Peabody, George|Rhode Island|Touros|Williamson, Isaiah V.",156,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8689630--14c672fce7dad791dc7877fa534b1a25cfc84b6a0334dc331e2f2d641d79080c.jpeg
obj143,A Personal Explanation from Rev. S. Morais on the Ritual Question.,The Jewish Record,Philadelphia,21-Jan,21-Jan,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8689630--14c672fce7dad791dc7877fa534b1a25cfc84b6a0334dc331e2f2d641d79080c.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8689630--14c672fce7dad791dc7877fa534b1a25cfc84b6a0334dc331e2f2d641d79080c.jpeg/full/!200,200/0/default.jpg","Anglo-Jewry|Jewish Record, The|Montefiore, Judith|and Ritual ""innovation""",157,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8689630--14c672fce7dad791dc7877fa534b1a25cfc84b6a0334dc331e2f2d641d79080c.jpeg
obj144,[Letter to the] Editor Jewish Record: [...].,The Jewish Record,Philadelphia,3-Mar,3-Mar,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8252092--976043275e1400017cd20ec8e2de9a53c2f4073473fec5ad7d74e66c7cdad096.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8252092--976043275e1400017cd20ec8e2de9a53c2f4073473fec5ad7d74e66c7cdad096.jpeg/full/!200,200/0/default.jpg","Centennial [1876]|Jewish Record, The|Jones, Horatio Gates|Thomas, Theodore",158,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8252092--976043275e1400017cd20ec8e2de9a53c2f4073473fec5ad7d74e66c7cdad096.jpeg
obj145,The Centennial and the Israelites. Sermon by Rabbi S. Morais.,Sunday Dispatch,Philadelphia,7-May,7-May,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8252092--976043275e1400017cd20ec8e2de9a53c2f4073473fec5ad7d74e66c7cdad096.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8252092--976043275e1400017cd20ec8e2de9a53c2f4073473fec5ad7d74e66c7cdad096.jpeg/full/!200,200/0/default.jpg","Centennial [1876]|Labour, condition of|Sunday Dispatch, The",159,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8252092--976043275e1400017cd20ec8e2de9a53c2f4073473fec5ad7d74e66c7cdad096.jpeg
obj146,"A Letter by Maimonides. To the Jews of South Arabia, entitled The Inspiring Hope. Written originally in Arabic, translated by a Rabbi Nahum into Hebrew, and from this rendered freely into English by S. Morais.",The Jewish Record,Philadelphia,14-Jul,14-Jul,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7651315--88947c8e41eaef9fba837baab0ca3ce134e0823f7f393a6518ce4824db6b90e4.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7651315--88947c8e41eaef9fba837baab0ca3ce134e0823f7f393a6518ce4824db6b90e4.jpeg/full/!200,200/0/default.jpg","Jewish Record, The|Inspiring Hope, The",160,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7651315--88947c8e41eaef9fba837baab0ca3ce134e0823f7f393a6518ce4824db6b90e4.jpeg
obj147,A Letter by Maimonides [...].,The Jewish Record,Philadelphia,21-Jul,21-Jul,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7651315--88947c8e41eaef9fba837baab0ca3ce134e0823f7f393a6518ce4824db6b90e4.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7651315--88947c8e41eaef9fba837baab0ca3ce134e0823f7f393a6518ce4824db6b90e4.jpeg/full/!200,200/0/default.jpg","Jewish Record, The|Inspiring Hope, The",161,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7651315--88947c8e41eaef9fba837baab0ca3ce134e0823f7f393a6518ce4824db6b90e4.jpeg
obj148,Letter from the Rev. S. Morais.,The Jewish Record,Philadelphia,28-Jul,28-Jul,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7661445--f682f59820dc3fe6f8135675a153c2ec335a0839674e0975a1f2029178462caf.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7661445--f682f59820dc3fe6f8135675a153c2ec335a0839674e0975a1f2029178462caf.jpeg/full/!200,200/0/default.jpg","Italian artisans|Jewish Record, The|Peace Convention, The",162,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7661445--f682f59820dc3fe6f8135675a153c2ec335a0839674e0975a1f2029178462caf.jpeg
obj149,A Letter by Maimonides [...] (Continued).,The Jewish Record,Philadelphia,28-Jul,28-Jul,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7661445--f682f59820dc3fe6f8135675a153c2ec335a0839674e0975a1f2029178462caf.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7661445--f682f59820dc3fe6f8135675a153c2ec335a0839674e0975a1f2029178462caf.jpeg/full/!200,200/0/default.jpg","Jewish Record, The|Inspiring Hope, The|Senior Sachs",163,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7661445--f682f59820dc3fe6f8135675a153c2ec335a0839674e0975a1f2029178462caf.jpeg
obj150,Luzzatto?s Posthumous Works. [Letter to the] Editor Jewish Record.,The Jewish Record,Philadelphia,4-Aug,4-Aug,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7882368--611d2f4f7818834d28df864aa278fdf52134af6c84d2b77e5a238b4c05e6190c.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7882368--611d2f4f7818834d28df864aa278fdf52134af6c84d2b77e5a238b4c05e6190c.jpeg/full/!200,200/0/default.jpg","Jewish Record, The",164,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7882368--611d2f4f7818834d28df864aa278fdf52134af6c84d2b77e5a238b4c05e6190c.jpeg
obj151,A Letter by Maimonides [...] (Continued).,The Jewish Record,Philadelphia,4-Aug,4-Aug,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7882368--611d2f4f7818834d28df864aa278fdf52134af6c84d2b77e5a238b4c05e6190c.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7882368--611d2f4f7818834d28df864aa278fdf52134af6c84d2b77e5a238b4c05e6190c.jpeg/full/!200,200/0/default.jpg","Jewish Record, The|Inspiring Hope, The",165,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7882368--611d2f4f7818834d28df864aa278fdf52134af6c84d2b77e5a238b4c05e6190c.jpeg
obj152,A Letter by Maimonides [...] (Continued).,The Jewish Record,Philadelphia,11-Aug,11-Aug,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7717584--de38b742ecdecc7667d1ebf6886ef9ecef7555d6267fa9ece58e181518152089.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7717584--de38b742ecdecc7667d1ebf6886ef9ecef7555d6267fa9ece58e181518152089.jpeg/full/!200,200/0/default.jpg","Jewish Record, The|Inspiring Hope, The",166,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7717584--de38b742ecdecc7667d1ebf6886ef9ecef7555d6267fa9ece58e181518152089.jpeg
obj153,A Letter by Maimonides [...] (Continued).,The Jewish Record,Philadelphia,18-Aug,18-Aug,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7717584--de38b742ecdecc7667d1ebf6886ef9ecef7555d6267fa9ece58e181518152089.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7717584--de38b742ecdecc7667d1ebf6886ef9ecef7555d6267fa9ece58e181518152089.jpeg/full/!200,200/0/default.jpg","Jewish Record, The|Inspiring Hope, The",167,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7717584--de38b742ecdecc7667d1ebf6886ef9ecef7555d6267fa9ece58e181518152089.jpeg
obj154,A Letter by Maimonides [...] (Continued).,The Jewish Record,Philadelphia,25-Aug,25-Aug,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7254088--ca5a70805d253a5f0700aac4afa3f0abc98cf25c20177c7956fe12ccbfdcea6c.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7254088--ca5a70805d253a5f0700aac4afa3f0abc98cf25c20177c7956fe12ccbfdcea6c.jpeg/full/!200,200/0/default.jpg","Jewish Record, The|Inspiring Hope, The",168,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7254088--ca5a70805d253a5f0700aac4afa3f0abc98cf25c20177c7956fe12ccbfdcea6c.jpeg
obj155,A Handbook of the Talmud.,The Jewish Record,Philadelphia,25-Aug,25-Aug,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7254088--ca5a70805d253a5f0700aac4afa3f0abc98cf25c20177c7956fe12ccbfdcea6c.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7254088--ca5a70805d253a5f0700aac4afa3f0abc98cf25c20177c7956fe12ccbfdcea6c.jpeg/full/!200,200/0/default.jpg","Jewish Record, The|Rabinowitz, Rev. M.|Wise, I. M.|Yeedish Gazette, The",169,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7254088--ca5a70805d253a5f0700aac4afa3f0abc98cf25c20177c7956fe12ccbfdcea6c.jpeg
obj156,A Letter by Maimonides [...] (Continued).,The Jewish Record,Philadelphia,1-Sep,1-Sep,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7121038--e03767ba60fad7db089c4453d74bf0b9f4b01062814cb2fc083c173424eaa521.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7121038--e03767ba60fad7db089c4453d74bf0b9f4b01062814cb2fc083c173424eaa521.jpeg/full/!200,200/0/default.jpg","Jewish Record, The|Inspiring Hope, The",170,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7121038--e03767ba60fad7db089c4453d74bf0b9f4b01062814cb2fc083c173424eaa521.jpeg
obj157,The College Question.,The Jewish Record,Philadelphia,8-Sep,8-Sep,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7588832--7ff3273e926bddf76f4b0fd11e727bc6bd27615bffd25b6921752c6cc114ae30.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7588832--7ff3273e926bddf76f4b0fd11e727bc6bd27615bffd25b6921752c6cc114ae30.jpeg/full/!200,200/0/default.jpg","Cincinnati College|Hebrew Education Society School|Jewish Record, The|Maimonides College|Western Union College",171,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7588832--7ff3273e926bddf76f4b0fd11e727bc6bd27615bffd25b6921752c6cc114ae30.jpeg
obj158,A Letter by Maimonides [...] (Continued).,Jewish Record,Philadelphia,8-Sep,8-Sep,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7588832--7ff3273e926bddf76f4b0fd11e727bc6bd27615bffd25b6921752c6cc114ae30.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7588832--7ff3273e926bddf76f4b0fd11e727bc6bd27615bffd25b6921752c6cc114ae30.jpeg/full/!200,200/0/default.jpg","Jewish Record, The|Inspiring Hope, The",172,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7588832--7ff3273e926bddf76f4b0fd11e727bc6bd27615bffd25b6921752c6cc114ae30.jpeg
obj159,A Letter by Maimonides [...] (Continued).,The Jewish Record,Philadelphia,15-Sep,15-Sep,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7021790--b318bfc60e928ff8c22491635b9c70913522b64c918acc7c4bb2a5d1e10c7ddb.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7021790--b318bfc60e928ff8c22491635b9c70913522b64c918acc7c4bb2a5d1e10c7ddb.jpeg/full/!200,200/0/default.jpg","Jewish Record, The|Inspiring Hope, The",173,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7021790--b318bfc60e928ff8c22491635b9c70913522b64c918acc7c4bb2a5d1e10c7ddb.jpeg
obj160,A Letter by Maimonides [...] (Continued).,The Jewish Record,Philadelphia,22-Sep,22-Sep,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6911716--39ecddc38956c6a7e8f6610f292ed6b20d63e00c519326ec880480f06db2a4c8.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6911716--39ecddc38956c6a7e8f6610f292ed6b20d63e00c519326ec880480f06db2a4c8.jpeg/full/!200,200/0/default.jpg","Jewish Record, The|Inspiring Hope, The",174,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6911716--39ecddc38956c6a7e8f6610f292ed6b20d63e00c519326ec880480f06db2a4c8.jpeg
obj161,A Letter by Maimonides [...] (Concluded).,The Jewish Record,Philadelphia,29-Sep,29-Sep,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7363460--dbb99b0b3e24cb7ca7acf8af1ce70a1325607f95fba2aef0f23428c522030767.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7363460--dbb99b0b3e24cb7ca7acf8af1ce70a1325607f95fba2aef0f23428c522030767.jpeg/full/!200,200/0/default.jpg","Jewish Record, The|Inspiring Hope, The",175,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7363460--dbb99b0b3e24cb7ca7acf8af1ce70a1325607f95fba2aef0f23428c522030767.jpeg
obj162,"Sermon by the Rev. S. Morais. From a discourse delivered by the Rev. S. Morais, on Tuesday October 30, it being the first day of Succoth.",The Jewish Record,Philadelphia,20-Oct,20-Oct,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8541682--599b929354fc3bd52f7b6543998ebbc75d8801c20b266995e3312d3dbd0a59b5.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8541682--599b929354fc3bd52f7b6543998ebbc75d8801c20b266995e3312d3dbd0a59b5.jpeg/full/!200,200/0/default.jpg","Jewish Record, The|Centennial City",176,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8541682--599b929354fc3bd52f7b6543998ebbc75d8801c20b266995e3312d3dbd0a59b5.jpeg
obj163,Catholicity vs. Talmud.,The Jewish Record,Philadelphia,27-Oct,27-Oct,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8541682--599b929354fc3bd52f7b6543998ebbc75d8801c20b266995e3312d3dbd0a59b5.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8541682--599b929354fc3bd52f7b6543998ebbc75d8801c20b266995e3312d3dbd0a59b5.jpeg/full/!200,200/0/default.jpg","American Catholic Quarterly Review|Chiarini|Deutsch, Emanuel|Eisenmenger, J. A.|Jewish Record, The|Lippincott?s Magazine|Newman, Rev. Louis C.|Selections from the Talmud",177,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8541682--599b929354fc3bd52f7b6543998ebbc75d8801c20b266995e3312d3dbd0a59b5.jpeg
obj164,"Hebrew. Address by Rev. S. Morais, of the Synagogue, Seventh Street, above Arch.",The Philadelphia Inquirer,Philadelphia,1-Dec,1-Dec,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7836623--40d4923a4357d74cc1efb7bd49ae892a26f8da1f1791c186f9a7fc778966c92d.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7836623--40d4923a4357d74cc1efb7bd49ae892a26f8da1f1791c186f9a7fc778966c92d.jpeg/full/!200,200/0/default.jpg","Bnai Brith|Ezekial, Moses|Mazzini, Joseph|Sanger, W.|Statue of Religious Liberty",178,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7836623--40d4923a4357d74cc1efb7bd49ae892a26f8da1f1791c186f9a7fc778966c92d.jpeg
obj165,A Critical and Hermeneutical Introduction to the Pentateuch by Professor Samuel David Luzzatto. Translated from the Italian by S. Morais. [Letter to the] Editor Jewish Record: [...].,The Jewish Record,Philadelphia,8-Dec,8-Dec,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7437992--1394b43ee79b901c0af82a47cf4edd2c0d1ca70b655e796ded44f63d1a86fcaa.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7437992--1394b43ee79b901c0af82a47cf4edd2c0d1ca70b655e796ded44f63d1a86fcaa.jpeg/full/!200,200/0/default.jpg","Jewish Record, The|A Critical and Hermeneutical Introduction to the Pentateuch",179,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7437992--1394b43ee79b901c0af82a47cf4edd2c0d1ca70b655e796ded44f63d1a86fcaa.jpeg
obj166,Remarks of the Rev. S. Morais. Ladies and Gentlemen [...].,The Jewish Record,Philadelphia,15-Dec,15-Dec,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7437992--1394b43ee79b901c0af82a47cf4edd2c0d1ca70b655e796ded44f63d1a86fcaa.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7437992--1394b43ee79b901c0af82a47cf4edd2c0d1ca70b655e796ded44f63d1a86fcaa.jpeg/full/!200,200/0/default.jpg","Ezekial, Moses|Jewish Record, The|Jones, Horatio Gates|Keyser, Charles S.|Mazzini, Joseph|Statue of Religious Liberty|Thanksgiving",180,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7437992--1394b43ee79b901c0af82a47cf4edd2c0d1ca70b655e796ded44f63d1a86fcaa.jpeg
obj167,(Written expressly for The Jewish Record). Introduction to the Pentateuch by Prof. Samuel David Lu[z]zatto. A Critical and Hermeneutical Essay. Translated from the Italian by S. Morais. (Continued).,The Jewish Record,Philadelphia,8-Dec,8-Dec,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7280816--8846c0897c0ec4e45c479286a350f2e7b1368d27ba144469beb14852bdacfcdb.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7280816--8846c0897c0ec4e45c479286a350f2e7b1368d27ba144469beb14852bdacfcdb.jpeg/full/!200,200/0/default.jpg","Jewish Record, The|A Critical and Hermeneutical Introduction to the Pentateuch",181,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7280816--8846c0897c0ec4e45c479286a350f2e7b1368d27ba144469beb14852bdacfcdb.jpeg
